sql,num_tables,num_joins,num_filters,num_subqueries,subquery_depth,num_aggregates,has_groupby,has_orderby,has_limit,select_star,window_functions,udf_usage,s3_scan,cartesian_join,query_length,estimated_table_size_max,estimated_join_output,estimated_output_rows,estimated_sort_cost,select_star_columns_estimate,label
"SELECT t0.value, AVG(t0.value) FROM small_table t0 GROUP BY t0.value HAVING COUNT(1) > 10 LIMIT 100 ",1,0,0,0,1,2,1,0,1,0,0,0,0,0,99,100,100,5,11.60964047443681,0,0
"SELECT t1.user_id, t1.order_id FROM huge_events t0 LEFT JOIN orders t1 ON t0.user_id = t1.user_id LEFT JOIN products t2 ON t0.event_id = t2.product_id WHERE t0.user_id = 176 AND t2.price > 262 AND t2.name IS NOT NULL ORDER BY t0.payload DESC ",3,2,2,0,0,0,0,1,0,0,0,0,0,0,241,50000000,250000,250000,4482892.142331043,0,1
"SELECT t0.value, t0.id, t0.ts, COUNT(t0.ts) FROM small_table t0 WHERE t0.ts > '2021-01-01' AND t0.id = 818 GROUP BY t0.id LIMIT 50 ",1,0,1,0,1,1,1,0,1,0,0,0,0,0,130,100,10,1,0.0,0,0
"SELECT t1.val, t0.ts, t1.id FROM small_table t0 LEFT JOIN small_lookup t1 ON t0.id = t1.id WHERE t0.value IS NOT NULL LIMIT 10 ",2,1,1,0,0,0,0,0,1,0,0,0,0,0,126,1000,100,100,664.3856189774724,0,0
"SELECT t0.id, t0.value, t0.ts, MIN(t0.id) FROM small_table t0 WHERE t0.value IS NOT NULL GROUP BY t0.ts LIMIT 100 ",1,0,1,0,1,1,1,0,1,0,0,0,0,0,113,100,10,1,0.0,0,0
SELECT t0.id FROM small_table t0 ORDER BY t0.id DESC LIMIT 1000 ,1,0,0,0,0,0,0,1,1,0,0,0,0,0,63,100,100,100,664.3856189774724,0,0
SELECT t0.ts FROM small_table t0 ORDER BY t0.value DESC ,1,0,0,0,0,0,0,1,0,0,0,0,0,0,55,100,100,100,664.3856189774724,0,0
"SELECT * FROM (SELECT t0.event_id, t2.user_id, t2.event_id FROM huge_events t0 INNER JOIN huge_events t1 ON t0.user_id = t1.user_id INNER JOIN clickstream t2 ON t0.user_id = t2.user_id ) sub WHERE sub.event_id IS NOT NULL",2,2,1,1,1,0,0,0,0,1,0,0,0,0,221,50000000,250000,250000,4482892.142331043,8,2
"SELECT t0.value, t0.id, AVG(t0.ts) FROM small_table t0 GROUP BY t0.ts ORDER BY t0.value DESC LIMIT 1000 ",1,0,0,0,1,1,1,1,1,0,0,0,0,0,103,100,100,5,11.60964047443681,0,0
"SELECT t0.ts, COUNT(t0.value) FROM small_table t0 GROUP BY t0.value HAVING COUNT(1) > 10 ",1,0,0,0,1,2,1,0,0,0,0,0,0,0,88,100,100,5,11.60964047443681,0,1
"SELECT t1.value, t1.id, t0.ts, SUM(t0.value) FROM small_table t0 LEFT JOIN small_table t1 ON t0.id = t1.id GROUP BY t1.ts LIMIT 10 ",1,1,0,0,1,1,1,0,1,0,0,0,0,0,130,100,100,5,11.60964047443681,0,1
"SELECT t0.value, t0.ts, t0.id FROM small_table t0 RIGHT JOIN small_lookup t1 ON t0.id = t1.id WHERE t0.value IS NOT NULL AND t0.id = 244 ORDER BY t0.id DESC ",2,1,1,0,0,0,0,1,0,0,0,0,0,0,156,1000,100,100,664.3856189774724,0,0
"SELECT t0.ts, t0.value, t0.id, AVG(t0.value) FROM small_table t0 GROUP BY t0.ts ORDER BY t0.value DESC ",1,0,0,0,1,1,1,1,0,0,0,0,0,0,102,100,100,5,11.60964047443681,0,1
"SELECT t0.ts, t0.value FROM small_table t0 WHERE t0.ts BETWEEN '2020-01-01' AND '2022-12-31' LIMIT 1000 ",1,0,1,0,0,0,0,0,1,0,0,0,0,0,103,100,10,10,33.219280948873624,0,0
"SELECT t0.val, t0.id, MAX(t0.id) FROM small_lookup t0 GROUP BY t0.id LIMIT 100 ",1,0,0,0,1,1,1,0,1,0,0,0,0,0,78,1000,1000,50,282.1928094887362,0,0
"SELECT t0.value, MIN(t1.ts) FROM small_table t0 INNER JOIN small_table t1 ON t0.id = t1.id WHERE t1.value IS NOT NULL GROUP BY t0.id ",1,1,1,0,1,1,1,0,0,0,0,0,0,0,132,100,10,1,0.0,0,1
SELECT t0.id FROM small_table t0 LIMIT 50 ,1,0,0,0,0,0,0,0,1,0,0,0,0,0,41,100,100,100,664.3856189774724,0,0
"SELECT t1.id, t0.month, t1.ts, t0.year FROM dim_date t0 RIGHT JOIN small_table t1 ON t0.date = t1.id WHERE t1.value IS NOT NULL AND t1.ts > '2021-01-01' ",2,1,1,0,0,0,0,0,0,0,0,0,0,0,152,3650,365,365,3106.7897186250934,0,0
"SELECT t0.id, t1.ts, t0.ts, t1.id, AVG(t0.id) FROM small_table t0 INNER JOIN small_table t1 ON t0.id = t1.id WHERE t0.id = 609 AND t0.ts BETWEEN '2020-01-01' AND '2022-12-31' AND t1.ts BETWEEN '2020-01-01' AND '2022-12-31' GROUP BY t1.ts ORDER BY t0.value DESC ",1,1,4,0,1,1,1,1,0,0,0,0,0,0,260,100,10,1,0.0,0,1
SELECT t0.ts FROM small_table t0 WHERE t0.id = 906 AND t0.value IS NOT NULL ORDER BY t0.value DESC ,1,0,1,0,0,0,0,1,0,0,0,0,0,0,98,100,10,10,33.219280948873624,0,0
"SELECT t1.month, t1.year, t0.val, SUM(t0.val) FROM small_lookup t0 LEFT JOIN dim_date t1 ON t0.id = t1.date WHERE t0.val IS NOT NULL AND t1.year IS NOT NULL AND t1.is_holiday = 640 GROUP BY t0.id ORDER BY t1.month DESC LIMIT 50 ",2,1,2,0,1,1,1,1,1,0,0,0,0,0,227,3650,365,18,75.05865002596161,0,1
"SELECT t1.ts, t0.ts, t1.id, t0.id FROM small_table t0 RIGHT JOIN small_table t1 ON t0.id = t1.id WHERE t1.id = 11 ",1,1,1,0,0,0,0,0,0,0,0,0,0,0,113,100,10,10,33.219280948873624,0,0
"SELECT t0.id, t0.value FROM small_table t0 WHERE t0.value IS NOT NULL AND t0.value IS NOT NULL ORDER BY t0.value DESC LIMIT 10 ",1,0,1,0,0,0,0,1,1,0,0,0,0,0,126,100,10,10,33.219280948873624,0,0
"SELECT t1.ts, t0.ts, t1.id FROM small_table t0 LEFT JOIN small_table t1 ON t0.id = t1.id WHERE t0.id IN (82,86,90) AND t0.value IS NOT NULL LIMIT 1000 ",1,1,1,0,1,0,0,0,1,0,0,0,0,0,150,100,10,10,33.219280948873624,0,0
"SELECT t2.id, t1.user_id, t1.name, t0.name FROM products t0 INNER JOIN user_master t1 ON t0.product_id = t1.user_id RIGHT JOIN big_sales_table t2 ON t0.product_id = t2.id WHERE t0.product_id = 532 AND t0.price > 414 ORDER BY t2.id DESC LIMIT 100 ",3,2,1,0,0,0,0,1,1,0,0,0,0,0,245,10000000,50000,50000,780482.0237218406,0,1
SELECT t0.ts FROM small_table t0 WHERE t0.value IS NOT NULL AND t0.value IS NOT NULL ORDER BY t0.value DESC LIMIT 100 ,1,0,1,0,0,0,0,1,1,0,0,0,0,0,117,100,10,10,33.219280948873624,0,0
"SELECT t0.id, t0.ts, t0.value FROM small_table t0 ORDER BY t0.ts DESC ",1,0,0,0,0,0,0,1,0,0,0,0,0,0,69,100,100,100,664.3856189774724,0,0
"SELECT t0.value, t1.id, t0.id, AVG(t0.ts) FROM small_table t0 RIGHT JOIN small_lookup t1 ON t0.id = t1.id WHERE t0.id = 463 AND t0.id = 852 AND t1.id = 520 AND t1.val IS NOT NULL GROUP BY t1.val LIMIT 50 ",2,1,3,0,1,1,1,0,1,0,0,0,0,0,203,1000,100,5,11.60964047443681,0,1
"SELECT t1.id, t1.amount, t0.product_id FROM products t0 RIGHT JOIN big_sales_table t1 ON t0.product_id = t1.id RIGHT JOIN user_master t2 ON t0.product_id = t2.user_id WHERE t1.amount > 480 AND t1.user_id IN (80,10) AND t2.name IS NOT NULL AND t2.name IS NOT NULL ",3,2,3,0,1,0,0,0,0,0,0,0,0,0,262,10000000,50000,50000,780482.0237218406,0,1
"SELECT t0.id, t0.ts, t0.value, MAX(t0.id) FROM small_table t0 WHERE t0.ts BETWEEN '2020-01-01' AND '2022-12-31' GROUP BY t0.value ORDER BY t0.ts DESC ",1,0,1,0,1,1,1,1,0,0,0,0,0,0,149,100,10,1,0.0,0,1
"SELECT t0.value, t0.ts FROM small_table t0 ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,42,100,100,100,664.3856189774724,0,0
SELECT t0.ts FROM small_table t0 WHERE t0.value IS NOT NULL ORDER BY t0.id DESC LIMIT 50 ,1,0,1,0,0,0,0,1,1,0,0,0,0,0,88,100,10,10,33.219280948873624,0,0
"SELECT t0.id, t0.ts, t0.value FROM small_table t0 ORDER BY t0.id DESC LIMIT 100 ",1,0,0,0,0,0,0,1,1,0,0,0,0,0,79,100,100,100,664.3856189774724,0,0
"SELECT * FROM (SELECT t0.event_type, t1.price, t1.order_date, t1.order_id FROM clickstream t0 LEFT JOIN orders t1 ON t0.user_id = t1.user_id LIMIT 100 ) sub WHERE sub.event_id IS NOT NULL",2,1,1,1,1,0,0,0,1,1,0,0,0,0,187,20000000,2000000,2000000,41863137.138648346,8,2
"SELECT t0.ts, t0.id, t0.value FROM small_table t0 ORDER BY t0.id DESC ",1,0,0,0,0,0,0,1,0,0,0,0,0,0,69,100,100,100,664.3856189774724,0,0
"SELECT t1.id, t1.value, COUNT(t1.ts) FROM small_table t0 INNER JOIN small_table t1 ON t0.id = t1.id WHERE t0.value IS NOT NULL GROUP BY t1.id HAVING COUNT(1) > 10 LIMIT 1000 ",1,1,1,0,1,2,1,0,1,0,0,0,0,0,173,100,10,1,0.0,0,1
"SELECT t0.val, t0.id FROM small_lookup t0 WHERE t0.id IN (66,59) LIMIT 100 ",1,0,1,0,1,0,0,0,1,0,0,0,0,0,74,1000,100,100,664.3856189774724,0,0
"SELECT t1.value, MIN(t1.ts) FROM small_table t0 INNER JOIN small_table t1 ON t0.id = t1.id WHERE t0.ts > '2021-01-01' AND t0.ts > '2021-01-01' AND t1.ts > '2021-01-01' AND t1.value IS NOT NULL GROUP BY t0.id ORDER BY t1.id DESC LIMIT 100 ",1,1,3,0,1,1,1,1,1,0,0,0,0,0,237,100,10,1,0.0,0,1
"SELECT t0.value, t0.ts, t0.id FROM small_table t0 WHERE t0.value IS NOT NULL AND t0.ts > '2021-01-01' ORDER BY t0.ts DESC LIMIT 100 ",1,0,1,0,0,0,0,1,1,0,0,0,0,0,131,100,10,10,33.219280948873624,0,0
"SELECT t0.ts, t0.value, t0.id FROM small_table t0 ORDER BY t0.value DESC LIMIT 1000 ",1,0,0,0,0,0,0,1,1,0,0,0,0,0,83,100,100,100,664.3856189774724,0,0
"SELECT t0.value, t0.ts, t0.id, AVG(t0.ts) FROM small_table t0 ",1,0,0,0,1,1,0,0,0,0,0,0,0,0,61,100,100,100,664.3856189774724,0,0
"SELECT t3.event_type, t3.ts, t2.ts, t2.payload, SUM(t1.event_id) FROM huge_events t0 LEFT JOIN huge_events t1 ON t0.user_id = t1.user_id RIGHT JOIN huge_events t2 ON t0.user_id = t2.user_id RIGHT JOIN clickstream t3 ON t0.user_id = t3.user_id WHERE t0.ts BETWEEN '2020-01-01' AND '2022-12-31' AND t0.user_id IN (100,16,30) AND t1.ts BETWEEN '2020-01-01' AND '2022-12-31' AND t1.ts > '2021-01-01' GROUP BY t0.payload ORDER BY t1.ts DESC ",2,3,5,0,1,1,1,1,0,0,0,0,0,0,435,50000000,12500,625,5804.820237218405,0,2
"SELECT t0.ts, t0.id, t0.value FROM small_table t0 WHERE t0.value IS NOT NULL AND t0.id = 906 ORDER BY t0.ts DESC LIMIT 100 ",1,0,1,0,0,0,0,1,1,0,0,0,0,0,122,100,10,10,33.219280948873624,0,0
"SELECT t0.id, MAX(t1.value) FROM small_table t0 LEFT JOIN small_table t1 ON t0.id = t1.id WHERE t0.value IS NOT NULL GROUP BY t0.id HAVING COUNT(1) > 10 LIMIT 100 ",1,1,1,0,1,2,1,0,1,0,0,0,0,0,162,100,10,1,0.0,0,1
"SELECT t0.id, COUNT(t0.id) FROM small_table t0 WHERE t0.ts > '2021-01-01' AND t0.id IN (39,16) GROUP BY t0.value LIMIT 1000 ",1,0,1,0,1,1,1,0,1,0,0,0,0,0,123,100,10,1,0.0,0,0
"SELECT t4.payload, t4.event_id, AVG(t2.ts) FROM clickstream t0 LEFT JOIN clickstream t1 ON t0.user_id = t1.user_id INNER JOIN clickstream t2 ON t0.user_id = t2.user_id INNER JOIN huge_events t3 ON t0.user_id = t3.user_id RIGHT JOIN huge_events t4 ON t0.user_id = t4.user_id WHERE t0.user_id = 767 AND t0.user_id IN (81,88,3,89) AND t1.user_id = 376 AND t3.ts > '2021-01-01' AND t3.payload IS NOT NULL AND t4.user_id = 235 AND t4.user_id = 921 GROUP BY t0.ts ORDER BY t0.ts DESC LIMIT 100 ",2,4,6,0,1,1,1,1,1,0,0,0,0,0,487,50000000,625,31,153.58008562199313,0,2
"SELECT t1.ts, t0.ts, t0.value FROM small_table t0 INNER JOIN small_table t1 ON t0.id = t1.id WHERE t1.ts > '2021-01-01' ORDER BY t1.id DESC LIMIT 100 ",1,1,1,0,0,0,0,1,1,0,0,0,0,0,149,100,10,10,33.219280948873624,0,0
"SELECT t1.id, t2.created_at, t2.user_id, t0.event_type FROM clickstream t0 LEFT JOIN big_sales_table t1 ON t0.user_id = t1.user_id INNER JOIN user_master t2 ON t0.user_id = t2.user_id WHERE t1.user_id = 523 ORDER BY t0.event_id DESC LIMIT 100 ",3,2,1,0,0,0,0,1,1,0,0,0,0,0,242,20000000,100000,100000,1660964.0474436812,0,1
"SELECT t0.id, AVG(t0.value) FROM small_table t0 GROUP BY t0.ts HAVING COUNT(1) > 10 LIMIT 100 ",1,0,0,0,1,2,1,0,1,0,0,0,0,0,93,100,100,5,11.60964047443681,0,0
"SELECT t0.value, COUNT(t0.ts) FROM small_table t0 WHERE t0.ts BETWEEN '2020-01-01' AND '2022-12-31' GROUP BY t0.value HAVING COUNT(1) > 10 ORDER BY t0.value DESC LIMIT 1000 ",1,0,1,0,1,2,1,1,1,0,0,0,0,0,172,100,10,1,0.0,0,0
SELECT t1.id FROM small_table t0 INNER JOIN small_table t1 ON t0.id = t1.id WHERE t0.ts > '2021-01-01' LIMIT 1000 ,1,1,1,0,0,0,0,0,1,0,0,0,0,0,113,100,10,10,33.219280948873624,0,0
"SELECT t0.id, t1.id, MAX(t1.value) FROM small_table t0 RIGHT JOIN small_table t1 ON t0.id = t1.id WHERE t0.ts > '2021-01-01' AND t0.id = 381 GROUP BY t1.value HAVING COUNT(1) > 10 ORDER BY t0.value DESC LIMIT 50 ",1,1,1,0,1,2,1,1,1,0,0,0,0,0,211,100,10,1,0.0,0,1
SELECT t0.price FROM orders t0 ORDER BY t0.price DESC LIMIT 100 ,1,0,0,0,0,0,0,1,1,0,0,0,0,0,63,7000000,7000000,7000000,159172464.43967247,0,1
"SELECT t2.price, t1.event_id, COUNT(t2.user_id) FROM huge_events t0 RIGHT JOIN huge_events t1 ON t0.user_id = t1.user_id RIGHT JOIN orders t2 ON t0.user_id = t2.user_id WHERE t0.ts > '2021-01-01' AND t0.event_id IN (36,63) LIMIT 50 ",2,2,1,0,1,1,0,0,1,0,0,0,0,0,231,50000000,250000,250000,4482892.142331043,0,1
"SELECT t0.value, t0.ts, t0.id FROM small_table t0 LIMIT 1000 ",1,0,0,0,0,0,0,0,1,0,0,0,0,0,60,100,100,100,664.3856189774724,0,0
"SELECT t0.ts, MAX(t0.ts) FROM small_table t0 WHERE t0.ts > '2021-01-01' GROUP BY t0.id LIMIT 100 ",1,0,1,0,1,1,1,0,1,0,0,0,0,0,96,100,10,1,0.0,0,0
"SELECT t0.id, t0.value, t0.ts, SUM(t0.value) FROM small_table t0 GROUP BY t0.id ORDER BY t0.value DESC ",1,0,0,0,1,1,1,1,0,0,0,0,0,0,102,100,100,5,11.60964047443681,0,1
"SELECT t0.ts, MAX(t0.ts) FROM clickstream t0 LIMIT 1000 ",1,0,0,0,1,1,0,0,1,0,0,0,0,0,55,20000000,20000000,20000000,485069933.2842307,0,2
SELECT t0.ts FROM small_table t0 LIMIT 10 ,1,0,0,0,0,0,0,0,1,0,0,0,0,0,41,100,100,100,664.3856189774724,0,0
"SELECT t0.id, AVG(t0.ts) FROM small_table t0 GROUP BY t0.ts LIMIT 10 ",1,0,0,0,1,1,1,0,1,0,0,0,0,0,68,100,100,5,11.60964047443681,0,0
SELECT t0.value FROM small_table t0 RIGHT JOIN small_table t1 ON t0.id = t1.id WHERE t1.value IS NOT NULL LIMIT 50 ,1,1,1,0,0,0,0,0,1,0,0,0,0,0,114,100,10,10,33.219280948873624,0,0
SELECT t0.user_id FROM huge_events t0 RIGHT JOIN clickstream t1 ON t0.user_id = t1.user_id LEFT JOIN products t2 ON t0.event_id = t2.product_id WHERE t0.ts > '2021-01-01' AND t0.ts > '2021-01-01' ORDER BY t2.price DESC LIMIT 1000 ,3,2,1,0,0,0,0,1,1,0,0,0,0,0,229,50000000,250000,250000,4482892.142331043,0,1
"SELECT t0.id, t0.value, t0.ts, SUM(t0.id) FROM small_table t0 GROUP BY t0.ts ORDER BY t0.id DESC ",1,0,0,0,1,1,1,1,0,0,0,0,0,0,96,100,100,5,11.60964047443681,0,1
"SELECT t0.value, t0.id FROM small_table t0 WHERE t0.id = 282 AND t0.id = 889 LIMIT 50 ",1,0,1,0,0,0,0,0,1,0,0,0,0,0,85,100,10,10,33.219280948873624,0,0
"SELECT * FROM (SELECT t1.ts FROM huge_events t0 LEFT JOIN huge_events t1 ON t0.user_id = t1.user_id LEFT JOIN huge_events t2 ON t0.user_id = t2.user_id RIGHT JOIN huge_events t3 ON t0.user_id = t3.user_id RIGHT JOIN huge_events t4 ON t0.user_id = t4.user_id WHERE t1.user_id IN (73,96) AND t1.user_id = 183 AND t2.event_id = 960 AND t2.payload IS NOT NULL ) sub WHERE sub.event_id IS NOT NULL",1,4,3,1,2,0,0,0,0,1,0,0,0,0,392,50000000,625,625,5804.820237218405,4,2
"SELECT t0.user_id, t0.order_id, SUM(t1.transaction_date) FROM orders t0 INNER JOIN big_sales_table t1 ON t0.user_id = t1.user_id GROUP BY t0.order_id ",2,1,0,0,1,1,1,0,0,0,0,0,0,0,149,10000000,10000000,500000,9465784.284662087,0,2
SELECT t0.id FROM small_table t0 WHERE t0.ts BETWEEN '2020-01-01' AND '2022-12-31' AND t0.value IS NOT NULL LIMIT 1000 ,1,0,2,0,0,0,0,0,1,0,0,0,0,0,118,100,10,10,33.219280948873624,0,0
"SELECT t0.value, t0.id, t0.ts FROM small_table t0 WHERE t0.value IS NOT NULL ",1,0,1,0,0,0,0,0,0,0,0,0,0,0,76,100,10,10,33.219280948873624,0,0
"SELECT * FROM (SELECT t4.payload, t4.ts, t4.user_id, t0.event_id FROM clickstream t0 RIGHT JOIN clickstream t1 ON t0.user_id = t1.user_id RIGHT JOIN clickstream t2 ON t0.user_id = t2.user_id LEFT JOIN orders t3 ON t0.user_id = t3.user_id RIGHT JOIN huge_events t4 ON t0.user_id = t4.user_id WHERE t0.event_type IS NOT NULL AND t0.event_type IS NOT NULL AND t1.ts > '2021-01-01' AND t1.event_id = 135 AND t3.price > 141 AND t3.user_id IN (75,73) ORDER BY t3.user_id DESC LIMIT 100 ) sub WHERE sub.event_id IS NOT NULL",3,4,5,1,2,0,0,1,1,1,0,0,0,0,516,50000000,625,625,5804.820237218405,12,2
"SELECT t1.value, t0.id, t0.value, AVG(t0.value) FROM small_table t0 RIGHT JOIN small_table t1 ON t0.id = t1.id WHERE t1.id IN (68,37,72,21) GROUP BY t0.ts HAVING COUNT(1) > 10 LIMIT 10 ",1,1,1,0,1,2,1,0,1,0,0,0,0,0,184,100,10,1,0.0,0,1
"SELECT t1.payload, t1.event_id, t1.user_id, t1.ts FROM big_sales_table t0 LEFT JOIN huge_events t1 ON t0.user_id = t1.user_id WHERE t1.ts BETWEEN '2020-01-01' AND '2022-12-31' AND t1.ts > '2021-01-01' LIMIT 1000 ",2,1,2,0,0,0,0,0,1,0,0,0,0,0,211,50000000,5000000,5000000,111267483.32105768,0,2
"SELECT t0.id, t0.value, AVG(t0.id) FROM small_table t0 WHERE t0.id IN (76,16,99,58) GROUP BY t0.ts ORDER BY t0.value DESC LIMIT 10 ",1,0,1,0,1,1,1,1,1,0,0,0,0,0,130,100,10,1,0.0,0,0
"SELECT t0.id, t0.ts FROM small_table t0 WHERE t0.value IS NOT NULL AND t0.id IN (76,3,58,6) LIMIT 10 ",1,0,1,0,1,0,0,0,1,0,0,0,0,0,100,100,10,10,33.219280948873624,0,0
"SELECT t0.value, t0.ts, t0.id FROM small_table t0 ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,49,100,100,100,664.3856189774724,0,0
"SELECT t1.ts, t0.order_date FROM orders t0 LEFT JOIN huge_events t1 ON t0.user_id = t1.user_id RIGHT JOIN orders t2 ON t0.user_id = t2.user_id LIMIT 50 ",2,2,0,0,0,0,0,0,1,0,0,0,0,0,151,50000000,2500000,2500000,53133741.66052884,0,2
"SELECT t0.id, t0.val FROM small_lookup t0 WHERE t0.val IS NOT NULL AND t0.val IS NOT NULL ",1,0,1,0,0,0,0,0,0,0,0,0,0,0,89,1000,100,100,664.3856189774724,0,0
"SELECT t0.id, t0.value, t0.ts FROM small_table t0 LIMIT 50 ",1,0,0,0,0,0,0,0,1,0,0,0,0,0,58,100,100,100,664.3856189774724,0,0
"SELECT t0.order_id, t0.user_id, t0.price, COUNT(t0.price) FROM orders t0 GROUP BY t0.order_date HAVING COUNT(1) > 10 ORDER BY t0.price DESC LIMIT 50 ",1,0,0,0,1,2,1,1,1,0,0,0,0,0,148,7000000,7000000,350000,6445948.388773045,0,1
"SELECT t1.ts, t1.user_id, t0.event_id, MAX(t1.event_id) FROM clickstream t0 RIGHT JOIN huge_events t1 ON t0.user_id = t1.user_id GROUP BY t0.user_id HAVING COUNT(1) > 10 LIMIT 50 ",2,1,0,0,1,2,1,0,1,0,0,0,0,0,178,50000000,50000000,2500000,53133741.66052884,0,2
"SELECT * FROM (SELECT t1.payload, t0.ts, MIN(t0.event_id) FROM huge_events t0 RIGHT JOIN huge_events t1 ON t0.user_id = t1.user_id GROUP BY t1.event_id ) sub WHERE sub.event_id IS NOT NULL",1,1,1,1,2,1,1,0,0,1,0,0,0,0,188,50000000,5000000,250000,4482892.142331043,4,2
"SELECT t0.region, t0.name, SUM(t0.name) FROM user_master t0 WHERE t0.name IS NOT NULL GROUP BY t0.user_id HAVING COUNT(1) > 10 ",1,0,1,0,1,2,1,0,0,0,0,0,0,0,126,1000000,100000,5000,61438.56189774724,0,1
"SELECT t0.id, SUM(t0.ts) FROM small_table t0 GROUP BY t0.ts HAVING COUNT(1) > 10 ORDER BY t0.id DESC ",1,0,0,0,1,2,1,1,0,0,0,0,0,0,100,100,100,5,11.60964047443681,0,1
"SELECT t0.id, t0.value FROM small_table t0 WHERE t0.id = 417 ORDER BY t0.value DESC LIMIT 1000 ",1,0,1,0,0,0,0,1,1,0,0,0,0,0,94,100,10,10,33.219280948873624,0,0
"SELECT t0.ts, t0.value, t0.id FROM small_table t0 ORDER BY t0.id DESC LIMIT 1000 ",1,0,0,0,0,0,0,1,1,0,0,0,0,0,80,100,100,100,664.3856189774724,0,0
"SELECT t0.value, t0.ts, t0.id, MIN(t0.value) FROM small_table t0 GROUP BY t0.id ORDER BY t0.ts DESC ",1,0,0,0,1,1,1,1,0,0,0,0,0,0,99,100,100,5,11.60964047443681,0,1
SELECT t0.ts FROM small_table t0 ORDER BY t0.value DESC LIMIT 50 ,1,0,0,0,0,0,0,1,1,0,0,0,0,0,64,100,100,100,664.3856189774724,0,0
"SELECT t1.user_id, t1.ts FROM clickstream t0 LEFT JOIN clickstream t1 ON t0.user_id = t1.user_id WHERE t0.event_type IS NOT NULL LIMIT 100 ",1,1,1,0,0,0,0,0,1,0,0,0,0,0,138,20000000,2000000,2000000,41863137.138648346,0,2
"SELECT * FROM (SELECT t1.order_id, t1.user_id FROM clickstream t0 LEFT JOIN orders t1 ON t0.user_id = t1.user_id WHERE t0.event_id = 692 LIMIT 100 ) sub WHERE sub.event_id IS NOT NULL",2,1,1,1,1,0,0,0,1,1,0,0,0,0,183,20000000,2000000,2000000,41863137.138648346,8,2
"SELECT t0.user_id, t0.order_date, t0.price, t0.order_id FROM orders t0 INNER JOIN user_master t1 ON t0.user_id = t1.user_id WHERE t0.user_id IN (75,91,33) AND t0.price > 373 AND t1.region IS NOT NULL LIMIT 1000 ",2,1,2,0,1,0,0,0,1,0,0,0,0,0,210,7000000,700000,700000,13591896.77754609,0,1
SELECT t0.ts FROM small_table t0 WHERE t0.value IS NOT NULL LIMIT 100 ,1,0,1,0,0,0,0,0,1,0,0,0,0,0,69,100,10,10,33.219280948873624,0,0
"SELECT t0.ts, t0.id, t0.value FROM small_table t0 WHERE t0.id = 961 AND t0.value IS NOT NULL LIMIT 100 ",1,0,1,0,0,0,0,0,1,0,0,0,0,0,102,100,10,10,33.219280948873624,0,0
"SELECT t0.created_at, MIN(t0.user_id) FROM user_master t0 WHERE t0.user_id IN (4,11) AND t0.created_at > '2021-01-01' GROUP BY t0.created_at ORDER BY t0.name DESC LIMIT 10 ",1,0,1,0,1,1,1,1,1,0,0,0,0,0,171,1000000,100000,5000,61438.56189774724,0,1
SELECT t0.event_type FROM clickstream t0 LEFT JOIN clickstream t1 ON t0.user_id = t1.user_id WHERE t0.event_id = 643 AND t0.ts BETWEEN '2020-01-01' AND '2022-12-31' LIMIT 10 ,1,1,2,0,0,0,0,0,1,0,0,0,0,0,173,20000000,2000000,2000000,41863137.138648346,0,2
"SELECT t0.id, t0.value, MAX(t0.ts) FROM small_table t0 WHERE t0.ts > '2021-01-01' GROUP BY t0.value ",1,0,1,0,1,1,1,0,0,0,0,0,0,0,99,100,10,1,0.0,0,1
"SELECT t0.id, t0.ts, t0.value FROM small_table t0 ORDER BY t0.value DESC ",1,0,0,0,0,0,0,1,0,0,0,0,0,0,72,100,100,100,664.3856189774724,0,0
"SELECT t0.product_id, t0.price FROM products t0 LIMIT 100 ",1,0,0,0,0,0,0,0,1,0,0,0,0,0,57,500000,500000,500000,9465784.284662087,0,0
"SELECT t0.ts, t0.value FROM small_table t0 ORDER BY t0.ts DESC ",1,0,0,0,0,0,0,1,0,0,0,0,0,0,62,100,100,100,664.3856189774724,0,0
"SELECT t0.id, t0.ts, t0.value, MAX(t0.ts) FROM small_table t0 GROUP BY t0.ts LIMIT 1000 ",1,0,0,0,1,1,1,0,1,0,0,0,0,0,87,100,100,5,11.60964047443681,0,0
"SELECT t0.value, t0.ts, MIN(t0.id) FROM small_table t0 GROUP BY t0.ts ORDER BY t0.id DESC LIMIT 100 ",1,0,0,0,1,1,1,1,1,0,0,0,0,0,99,100,100,5,11.60964047443681,0,0
"SELECT t0.ts, t0.id, MIN(t0.value) FROM small_table t0 GROUP BY t0.id LIMIT 1000 ",1,0,0,0,1,1,1,0,1,0,0,0,0,0,80,100,100,5,11.60964047443681,0,0
"SELECT * FROM (SELECT t3.ts, t3.payload, MIN(t0.ts) FROM clickstream t0 LEFT JOIN huge_events t1 ON t0.user_id = t1.user_id INNER JOIN huge_events t2 ON t0.user_id = t2.user_id INNER JOIN huge_events t3 ON t0.user_id = t3.user_id RIGHT JOIN huge_events t4 ON t0.user_id = t4.user_id WHERE t2.event_id = 23 AND t2.event_id IN (41,5,10) AND t4.payload IS NOT NULL ORDER BY t0.event_id DESC ) sub WHERE sub.event_id IS NOT NULL",2,4,2,1,2,1,0,1,0,1,0,0,0,0,424,50000000,625,625,5804.820237218405,8,2
